id,filename,repository,categories,status,confidence,related_repositories,related_artifacts_note
323,"SKILL.md","current-repo","Unknown","Active","low","",""
324,"evals.json","current-repo","Unknown","Active","low","",""
325,"copy-guidelines.md","current-repo","Documentation","Active","medium-high (filename/path keyword match, content not read)","",""
326,"email-types.md","current-repo","Unknown","Active","low","",""
327,"sequence-templates.md","current-repo","Unknown","Active","low","",""
328,"SKILL.md","current-repo","Unknown","Active","low","",""
329,"evals.json","current-repo","Unknown","Active","low","",""
330,"tool-types.md","current-repo","Unknown","Active","low","",""
331,"SKILL.md","current-repo","Unknown","Active","low","",""
332,"evals.json","current-repo","Unknown","Active","low","",""
333,"ai-image-prompting.md","current-repo","AI;Prompt Engineering","Active","medium-high (filename/path keyword match, content not read)","",""
334,"SKILL.md","current-repo","Unknown","Active","low","",""
335,"evals.json","current-repo","Unknown","Active","low","",""
336,"SKILL.md","current-repo","Unknown","Active","low","",""
337,"evals.json","current-repo","Unknown","Active","low","",""
338,"benchmarks.md","current-repo","Unknown","Active","low","",""
339,"format-guide.md","current-repo","Documentation","Active","medium-high (filename/path keyword match, content not read)","",""
340,"SKILL.md","current-repo","Unknown","Active","low","",""
341,"evals.json","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
342,"ideas-by-category.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
343,"SKILL.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
344,"evals.json","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
345,"aarrr-framework.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
346,"budget-planning.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
347,"client-types.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
348,"current-state-rubric.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
349,"example-quietude.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
350,"funding-stage-unlocks.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
351,"growth-patterns.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
352,"idea-cross-reference.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
353,"measurement-framework.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
354,"methodology.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
355,"ops-stack-mapping.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
356,"plan-template.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
357,"team-and-agency-model.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
358,"SKILL.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
359,"evals.json","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
360,"SKILL.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
361,"evals.json","current-repo","Unknown","Active","low","",""
362,"experiments.md","current-repo","Unknown","Active","low","",""
363,"SKILL.md","current-repo","Unknown","Active","low","",""
364,"evals.json","current-repo","Unknown","Active","low","",""
365,"experiments.md","current-repo","Unknown","Active","low","",""
366,"SKILL.md","current-repo","Unknown","Active","low","",""
367,"evals.json","current-repo","Unknown","Active","low","",""
368,"SKILL.md","current-repo","Unknown","Active","low","",""
369,"evals.json","current-repo","Unknown","Active","low","",""
370,"research-methods.md","current-repo","Research","Active","medium-high (filename/path keyword match, content not read)","",""
371,"tier-structure.md","current-repo","Unknown","Active","low","",""
372,"SKILL.md","current-repo","Unknown","Active","low","",""
373,"evals.json","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
374,"SKILL.md","current-repo","Marketing","Active","medium-high (filename/path keyword match, content not read)","",""
375,"evals.json","current-repo","SEO","Active","medium-high (filename/path keyword match, content not read)","",""
376,"playbooks.md","current-repo","SEO","Active","medium-high (filename/path keyword match, content not read)","",""
377,"SKILL.md","current-repo","SEO","Active","medium-high (filename/path keyword match, content not read)","",""
378,"evals.json","current-repo","Unknown","Active","low","",""
379,"b2b-prospecting.md","current-repo","Unknown","Active","low","",""
380,"compliance.md","current-repo","Compliance","Active","medium-high (filename/path keyword match, content not read)","",""
381,"data-sources.md","current-repo","Unknown","Active","low","",""
382,"local-prospecting.md","current-repo","Unknown","Active","low","",""
383,"saas-prospecting.md","current-repo","Unknown","Active","low","",""
384,"SKILL.md","current-repo","Unknown","Active","low","",""
385,"journalist-pitching.md","current-repo","Unknown","Active","low","",""
386,"media-outlets.md","current-repo","Unknown","Active","low","",""
387,"newsjacking.md","current-repo","Unknown","Active","low","",""
388,"press-platforms.md","current-repo","Unknown","Active","low","",""
389,"SKILL.md","current-repo","Unknown","Active","low","",""
390,"evals.json","current-repo","Unknown","Active","low","",""
391,"affiliate-programs.md","current-repo","Unknown","Active","low","",""
392,"program-examples.md","current-repo","Unknown","Active","low","",""
393,"SKILL.md","current-repo","Unknown","Active","low","",""
394,"evals.json","current-repo","Unknown","Active","low","",""
395,"automation-playbooks.md","current-repo","Automation","Active","medium-high (filename/path keyword match, content not read)","",""
396,"lifecycle-definitions.md","current-repo","Unknown","Active","low","",""
397,"routing-rules.md","current-repo","Unknown","Active","low","",""
398,"scoring-models.md","current-repo","Unknown","Active","low","",""
399,"SKILL.md","current-repo","Unknown","Active","low","",""
400,"evals.json","current-repo","Unknown","Active","low","",""
401,"deck-frameworks.md","current-repo","Unknown","Active","low","",""
402,"demo-scripts.md","current-repo","Unknown","Active","low","",""
403,"objection-library.md","current-repo","Unknown","Active","low","",""
404,"one-pager-templates.md","current-repo","Unknown","Active","low","",""
405,"SKILL.md","current-repo","Unknown","Active","low","",""
406,"evals.json","current-repo","Unknown","Active","low","",""
407,"schema-examples.md","current-repo","Unknown","Active","low","",""
408,"SKILL.md","current-repo","Unknown","Active","low","",""
409,"evals.json","current-repo","SEO;Documentation","Active","medium-high (filename/path keyword match, content not read)","",""
